employee_id,age,gender,education,department,experience_years,salary,training_hours,projects_completed,avg_monthly_hours,satisfaction_score,last_promotion_years,absenteeism_days,peer_review_score,manager_rating,performance_score,performance_label
3717,43,Male,Bachelor,Operations,19,70541,2,2,183,4.6,3,24,3.6,5.0,2.32,Low
3718,46,Female,Bachelor,Engineering,24,76699,60,21,211,4.7,4,8,3.8,4.0,4.03,High
3719,39,Female,PhD,Marketing,19,97137,14,2,271,4.7,2,28,3.9,2.9,1.98,Low
3720,38,Female,Master,Engineering,18,80271,58,14,154,4.3,3,3,3.3,1.2,2.74,Medium
3721,33,Male,Master,HR,9,63340,53,18,259,3.8,8,2,3.8,1.8,3.11,Medium
3722,27,Other,High School,Sales,6,41636,59,16,249,4.7,4,19,3.6,2.2,3.06,Medium
3723,47,Male,Bachelor,Marketing,24,72860,36,11,221,3.9,3,18,1.5,2.9,2.46,Low
3724,48,Male,Bachelor,Engineering,27,81061,20,9,223,4.8,3,22,4.6,3.0,3.09,Medium
3725,29,Male,Bachelor,Sales,8,47930,22,7,140,1.1,6,10,3.5,1.1,1.1,Low
3726,40,Female,High School,Finance,19,55434,98,4,278,4.7,1,18,3.9,4.8,3.51,High
3727,22,Male,Bachelor,HR,0,39367,17,16,232,3.2,3,16,2.4,3.2,1.88,Low
3728,50,Female,Bachelor,HR,26,76171,16,14,227,1.4,2,7,4.7,1.1,1.79,Low
3729,56,Female,Master,Marketing,33,97794,30,11,223,1.9,6,5,3.0,3.8,2.13,Low
3730,35,Male,Master,Engineering,14,70747,63,8,184,4.4,3,4,3.7,1.3,2.59,Medium
3731,56,Female,High School,Finance,32,77392,47,11,213,3.0,7,7,4.8,3.9,3.15,Medium
3732,41,Male,Bachelor,Operations,18,67238,25,20,207,4.9,4,26,4.7,3.8,3.26,Medium
3733,34,Male,Bachelor,Marketing,11,54334,21,17,143,1.5,8,7,3.6,4.9,2.28,Low
3734,59,Male,Bachelor,Operations,38,101846,44,19,187,2.7,8,2,1.7,2.4,2.72,Medium
3735,29,Female,Bachelor,Marketing,7,52616,35,10,236,2.3,2,18,4.8,1.6,2.07,Low
3736,41,Male,Bachelor,Engineering,20,67928,63,12,276,3.1,8,15,4.9,1.4,2.55,Medium
3737,54,Female,Master,Finance,32,100425,34,1,229,3.5,3,9,1.4,1.3,1.19,Low
3738,47,Female,Master,Engineering,24,86750,74,2,199,3.6,8,22,2.8,4.2,2.15,Low
3739,42,Female,Bachelor,HR,18,68494,90,18,191,1.0,1,2,3.2,3.9,2.95,Medium
3740,30,Male,Master,Operations,10,61672,97,7,263,1.4,4,8,1.4,4.9,2.67,Medium
3741,45,Male,Master,Sales,22,86190,81,16,225,1.1,5,7,1.8,2.2,2.69,Medium
3742,58,Male,Master,HR,34,103444,26,13,236,4.5,2,7,3.2,4.2,2.18,Low
3743,38,Female,Bachelor,HR,15,61850,67,4,187,2.3,1,24,4.9,1.4,2.76,Medium
3744,45,Other,Bachelor,Operations,24,72287,16,10,272,2.5,0,7,1.1,4.6,1.67,Low
3745,42,Female,Master,Marketing,20,81610,69,9,166,2.8,6,19,4.6,1.2,2.38,Low
3746,34,Female,High School,HR,11,50750,10,18,140,4.4,3,6,4.6,4.2,2.89,Medium
3747,32,Male,Master,Finance,8,65793,4,9,190,1.1,7,13,4.4,2.2,1.32,Low
3748,40,Female,PhD,HR,19,95383,57,22,238,1.5,7,21,2.5,1.7,2.26,Low
3749,32,Male,Master,Finance,12,68187,81,10,239,3.7,7,16,3.0,3.8,2.97,Medium
3750,34,Male,High School,Engineering,13,44630,56,8,242,4.9,1,11,2.6,4.6,2.94,Medium
3751,22,Female,Bachelor,Marketing,0,43044,88,23,186,3.6,4,4,4.8,4.1,4.52,High
3752,40,Female,Master,Finance,19,81802,73,11,154,2.0,7,1,3.1,2.3,2.33,Low
3753,33,Male,PhD,HR,13,82234,79,13,176,3.1,9,24,1.3,2.4,3.03,Medium
3754,29,Male,Bachelor,Marketing,5,51522,73,24,269,4.9,1,14,2.1,1.8,3.48,Medium
3755,29,Male,Master,Marketing,6,62857,73,13,215,3.1,1,10,2.8,4.3,2.57,Medium
3756,33,Female,Master,Finance,11,62566,99,16,171,2.5,0,14,4.8,1.4,2.94,Medium
3757,54,Male,Bachelor,Finance,34,90970,84,13,194,2.5,5,12,3.3,4.6,2.87,Medium
3758,47,Female,Master,Sales,25,86288,13,12,238,4.9,4,18,3.8,3.4,2.55,Medium
3759,49,Male,Bachelor,Sales,28,78317,71,15,195,3.9,0,11,1.4,3.4,3.29,Medium
3760,26,Male,Bachelor,Marketing,4,41284,0,16,168,3.7,7,14,4.5,4.4,2.84,Medium
3761,29,Male,Bachelor,Operations,9,55466,15,8,248,1.9,7,11,3.2,3.7,1.53,Low
3762,46,Male,Master,Operations,23,87294,25,6,223,3.2,4,22,4.7,2.2,2.41,Low
3763,48,Female,Master,Sales,25,86614,48,24,255,2.4,2,17,2.8,2.4,2.37,Low
3764,44,Female,Bachelor,HR,22,68047,41,8,210,2.0,7,22,3.7,1.7,1.59,Low
3765,51,Male,Master,Engineering,27,95460,69,2,221,4.6,2,28,2.9,2.9,2.81,Medium
3766,44,Male,Master,Marketing,22,84138,65,18,192,2.5,3,3,1.6,1.4,2.77,Medium
3767,41,Female,Master,Engineering,20,79861,52,11,224,2.1,6,10,2.1,3.6,2.53,Medium
3768,39,Male,Bachelor,Sales,16,62259,8,17,225,4.7,6,21,1.3,1.7,2.0,Low
3769,39,Male,High School,Finance,16,56842,68,10,215,1.8,3,14,2.8,4.5,2.57,Medium
3770,23,Male,Bachelor,Marketing,0,38415,39,2,150,4.0,8,24,3.6,3.8,1.93,Low
3771,25,Female,Master,Sales,1,52950,55,23,215,3.6,5,23,2.0,4.6,3.12,Medium
3772,51,Male,Bachelor,HR,27,84259,4,19,169,4.7,7,24,3.0,1.3,1.99,Low
3773,54,Male,PhD,Marketing,34,117164,55,20,218,4.3,6,29,2.8,4.2,3.1,Medium
3774,57,Female,Master,Marketing,35,105287,71,20,246,3.8,3,4,3.1,4.5,4.24,High
3775,39,Female,Master,Operations,17,74565,4,20,221,2.3,1,4,1.7,1.2,1.81,Low
3776,58,Male,Master,Finance,37,100581,68,2,275,3.0,1,19,3.1,5.0,2.25,Low
3777,40,Male,Bachelor,Marketing,17,63505,51,6,159,4.8,7,24,2.5,2.2,2.72,Medium
3778,49,Female,Master,Finance,25,90908,80,17,151,1.1,7,29,2.1,1.8,2.65,Medium
3779,41,Male,Bachelor,Sales,20,65334,72,12,206,4.2,0,9,3.3,2.7,3.48,Medium
3780,54,Male,Master,HR,33,103250,97,5,265,2.0,0,23,1.6,1.0,1.87,Low
3781,33,Female,Master,HR,9,67565,32,2,279,1.7,3,21,4.6,4.5,1.98,Low
3782,36,Female,Master,Marketing,14,74944,21,9,193,1.9,0,9,4.7,2.1,1.57,Low
3783,23,Female,Master,Marketing,0,53785,84,2,219,1.2,9,29,3.6,3.1,2.6,Medium
3784,50,Male,High School,Sales,28,74068,14,22,263,5.0,0,29,2.2,3.5,2.71,Medium
3785,31,Female,High School,Operations,10,49870,64,20,213,4.5,9,21,3.5,4.2,3.07,Medium
3786,23,Male,Master,Operations,0,48897,70,14,271,3.1,4,5,3.4,2.0,3.32,Medium
3787,32,Male,Bachelor,Operations,12,60958,22,22,255,3.9,0,5,2.6,3.9,2.66,Medium
3788,34,Female,Bachelor,Finance,13,62601,5,15,198,3.2,9,22,2.1,1.5,1.54,Low
3789,31,Female,Bachelor,Operations,9,53148,83,2,203,4.2,5,5,1.7,3.8,2.43,Low
3790,35,Male,High School,HR,13,54174,57,18,267,4.4,3,23,1.9,4.7,2.75,Medium
3791,39,Male,High School,Finance,17,51282,25,12,157,1.9,9,6,3.6,1.3,1.97,Low
3792,30,Male,Master,Sales,6,57586,11,7,221,2.8,4,17,4.5,1.5,1.53,Low
3793,49,Female,Bachelor,HR,28,80794,76,16,170,3.5,8,25,2.5,3.2,2.48,Low
3794,24,Female,Bachelor,HR,1,45675,76,19,223,4.9,1,3,1.5,1.2,3.37,Medium
3795,41,Male,PhD,Engineering,19,94097,1,3,181,3.7,2,13,1.1,1.7,1.34,Low
3796,27,Male,Bachelor,Sales,5,49550,31,15,270,4.6,2,10,2.6,1.8,3.02,Medium
3797,48,Male,Bachelor,Sales,24,76051,49,15,224,4.4,8,6,1.9,2.9,2.65,Medium
3798,23,Male,Master,Engineering,0,45742,94,7,149,3.3,2,17,2.3,2.0,2.63,Medium
3799,50,Female,Master,Finance,29,93044,60,8,210,4.6,9,19,2.0,2.9,2.63,Medium
3800,59,Female,Bachelor,Operations,38,96355,10,7,161,2.5,4,1,3.7,3.1,1.96,Low
3801,24,Male,PhD,Operations,0,63608,67,3,215,2.5,5,1,3.6,3.9,2.65,Medium
3802,37,Male,PhD,Operations,16,87271,33,19,152,4.1,5,29,4.6,4.8,3.06,Medium
3803,51,Male,High School,Operations,31,74010,79,23,262,1.5,5,6,3.8,3.0,2.64,Medium
3804,23,Male,Bachelor,Operations,1,44785,94,19,236,2.2,0,10,1.7,2.4,2.99,Medium
3805,38,Male,Master,Engineering,16,75055,88,18,234,3.4,5,17,4.0,2.0,3.43,Medium
3806,33,Male,Bachelor,Sales,10,51375,7,7,190,2.7,0,19,1.7,3.5,1.43,Low
3807,56,Male,High School,Finance,36,88323,7,19,222,4.8,5,6,3.2,4.8,3.7,High
3808,22,Male,Master,HR,0,47516,97,5,235,4.8,9,21,1.3,4.1,2.86,Medium
3809,36,Female,Bachelor,Operations,14,62238,14,23,229,3.0,5,19,1.2,1.8,1.8,Low
3810,47,Male,Bachelor,Engineering,24,71090,4,13,265,3.2,2,24,2.9,4.6,2.27,Low
3811,58,Female,Bachelor,Finance,37,91979,18,2,152,3.9,2,4,1.4,3.9,1.92,Low
3812,42,Female,Master,Finance,20,75954,73,24,257,2.8,5,1,2.2,1.5,2.51,Medium
3813,52,Female,Bachelor,Finance,28,85214,8,18,214,1.8,1,13,2.4,3.9,2.26,Low
3814,46,Male,Bachelor,Engineering,22,77917,56,4,158,4.0,4,6,4.1,2.2,2.42,Low
3815,44,Female,Bachelor,HR,23,72805,53,4,237,4.0,9,9,2.3,3.0,2.71,Medium
3816,45,Male,Bachelor,Operations,25,74221,28,8,250,2.0,2,27,3.0,2.2,1.74,Low
3817,59,Female,Master,Finance,36,108632,18,11,247,4.3,4,17,4.1,1.3,2.12,Low
3818,49,Female,Master,Engineering,25,87952,76,1,174,3.5,2,7,1.8,4.1,2.9,Medium
3819,42,Male,Bachelor,Sales,18,64547,45,9,232,1.9,1,22,4.2,4.3,2.23,Low
3820,39,Male,Master,Engineering,18,76923,79,6,239,3.6,3,15,4.3,1.9,2.35,Low
3821,57,Female,Master,Engineering,37,100688,61,4,235,1.9,4,13,5.0,2.0,1.84,Low
3822,56,Female,Master,Engineering,36,99459,93,6,223,2.1,5,27,2.8,2.7,2.5,Low
3823,30,Female,Bachelor,Finance,9,50736,59,13,206,4.4,1,8,2.5,4.2,3.62,High
3824,59,Female,High School,Engineering,35,81946,4,22,275,4.7,2,5,3.8,1.3,2.55,Medium
3825,51,Female,Master,Sales,28,87580,32,9,158,2.0,2,6,1.2,4.2,2.15,Low
3826,55,Female,Bachelor,Finance,31,83661,82,14,170,4.7,5,25,1.2,4.7,3.3,Medium
3827,53,Male,Bachelor,Sales,33,89215,54,12,171,2.0,0,29,2.3,3.2,2.01,Low
3828,24,Male,Bachelor,Marketing,0,44723,18,4,194,1.5,6,29,3.9,1.2,1.0,Low
3829,24,Female,PhD,Engineering,1,71060,16,8,242,1.2,7,8,1.5,2.1,1.28,Low
3830,49,Male,Bachelor,Operations,27,81397,87,17,190,2.0,6,6,3.5,1.4,3.09,Medium
3831,36,Female,Bachelor,Operations,12,55902,91,22,261,2.5,3,8,2.1,2.0,3.2,Medium
3832,44,Male,Bachelor,Finance,23,78164,41,5,231,4.7,6,23,3.6,4.2,2.53,Medium
3833,32,Female,Master,Operations,10,60858,21,3,249,2.0,0,20,2.8,1.2,1.06,Low
3834,53,Male,Bachelor,Finance,32,85440,38,4,182,2.5,7,6,1.5,2.1,1.43,Low
3835,57,Male,Bachelor,Engineering,36,90712,79,8,214,3.9,9,11,2.0,3.1,2.56,Medium
3836,54,Male,Bachelor,HR,33,85015,98,16,210,2.2,9,22,1.9,4.5,3.1,Medium
3837,45,Male,Bachelor,HR,21,73855,26,11,211,3.7,2,16,1.7,2.0,1.88,Low
3838,55,Female,Bachelor,Sales,35,88875,75,2,242,2.7,8,19,2.9,4.1,2.6,Medium
3839,49,Female,High School,Engineering,27,72184,45,8,180,1.8,0,20,4.8,3.3,2.0,Low
3840,58,Female,Master,Operations,35,101169,27,7,217,3.9,5,11,3.6,3.7,2.39,Low
3841,28,Male,Bachelor,Engineering,8,49390,51,1,163,1.1,0,21,4.3,4.4,2.02,Low
3842,25,Male,Master,Marketing,1,49762,64,2,169,2.2,7,22,4.9,1.1,1.88,Low
3843,58,Male,Bachelor,HR,37,95138,38,23,191,2.4,2,4,3.2,3.1,2.88,Medium
3844,22,Male,Bachelor,Operations,0,37866,17,13,196,2.8,3,17,2.0,4.0,1.78,Low
3845,22,Male,Bachelor,HR,0,42848,86,11,218,3.7,5,4,4.7,4.5,3.96,High
3846,41,Male,High School,Engineering,21,65751,21,3,256,2.8,3,4,3.8,1.5,1.83,Low
3847,40,Female,Bachelor,Operations,20,73948,67,2,170,3.4,7,6,4.8,2.4,2.79,Medium
3848,50,Female,High School,Sales,27,68995,10,16,215,3.4,8,28,3.6,1.3,1.93,Low
3849,31,Female,Master,Engineering,7,61994,81,1,169,2.5,4,2,4.1,4.3,2.7,Medium
3850,39,Female,Bachelor,Sales,17,60687,63,7,252,4.7,0,0,4.6,4.4,3.14,Medium
3851,49,Male,Bachelor,Operations,26,78578,70,3,277,4.8,7,27,4.0,2.9,2.52,Medium
3852,56,Female,Bachelor,HR,35,95593,84,22,273,3.3,1,5,3.3,1.1,2.75,Medium
3853,52,Male,Bachelor,Marketing,30,82714,56,16,159,1.3,5,27,2.9,1.4,2.05,Low
3854,48,Male,Bachelor,Finance,28,84408,34,24,159,3.0,5,6,4.3,3.5,3.31,Medium
3855,32,Female,Bachelor,HR,9,48795,36,6,151,1.7,6,26,4.1,4.9,1.8,Low
3856,59,Female,Bachelor,Sales,38,95533,49,14,224,2.9,8,25,2.5,4.4,2.98,Medium
3857,26,Female,High School,Engineering,6,38140,29,23,188,1.8,0,7,3.0,4.2,2.19,Low
3858,29,Female,Bachelor,Operations,9,52542,16,11,149,3.8,9,13,3.5,2.7,2.48,Low
3859,55,Male,Bachelor,HR,31,85770,32,22,144,1.3,7,22,1.1,4.9,2.0,Low
3860,33,Male,Bachelor,Marketing,13,57551,15,23,203,4.8,4,14,2.0,4.3,3.22,Medium
3861,59,Male,Bachelor,Operations,38,97465,14,21,275,1.8,5,6,2.0,2.3,2.2,Low
3862,22,Other,Bachelor,Sales,1,44233,12,19,156,3.6,7,6,4.5,4.0,3.65,High
3863,52,Female,Bachelor,Operations,30,89992,2,22,206,4.7,7,0,2.3,2.7,2.41,Low
3864,25,Female,Bachelor,Operations,5,48505,23,1,160,2.0,6,8,3.2,3.6,1.01,Low
3865,26,Male,Bachelor,Engineering,6,49870,22,21,155,4.7,6,24,4.3,4.9,2.67,Medium
3866,51,Male,High School,Finance,28,70904,58,13,166,2.6,0,6,2.0,2.0,2.25,Low
3867,45,Male,Bachelor,Sales,21,68761,54,20,254,4.8,7,24,1.5,4.2,3.14,Medium
3868,24,Female,Bachelor,Engineering,2,47714,64,9,145,4.9,2,26,4.8,3.4,2.94,Medium
3869,32,Male,Bachelor,Finance,12,54420,31,11,181,1.8,4,19,3.8,4.8,2.43,Low
3870,25,Male,Bachelor,Engineering,2,44693,96,1,142,4.3,3,6,1.7,1.5,2.8,Medium
3871,47,Male,Master,Finance,23,87796,59,13,179,1.8,9,17,4.3,3.9,2.88,Medium
3872,48,Female,Master,Finance,26,84478,29,20,159,1.9,2,13,4.1,1.1,2.2,Low
3873,48,Male,Bachelor,Finance,26,79518,65,1,146,1.3,9,21,4.4,2.0,1.64,Low
3874,27,Female,Master,Engineering,7,62077,17,3,198,1.6,4,14,2.1,2.3,1.45,Low
3875,36,Male,Bachelor,Operations,14,62785,58,20,278,3.5,2,17,2.8,2.7,3.32,Medium
3876,51,Male,Bachelor,Finance,28,85884,52,17,232,2.8,8,9,3.8,4.9,2.94,Medium
3877,58,Male,PhD,Operations,36,117038,63,5,191,4.2,8,2,2.6,1.3,2.04,Low
3878,58,Female,Master,Sales,37,100693,29,6,270,2.3,5,26,1.3,1.7,1.64,Low
3879,58,Female,PhD,Marketing,35,122181,17,17,160,4.9,2,28,1.5,1.8,2.23,Low
3880,56,Male,Bachelor,Operations,32,83058,4,10,150,1.2,4,10,3.4,2.7,1.61,Low
3881,44,Male,Bachelor,Marketing,20,66886,68,11,189,1.3,7,0,2.5,1.2,2.62,Medium
3882,27,Female,Bachelor,Finance,7,50073,7,13,148,3.8,8,22,1.0,4.9,1.53,Low
3883,25,Female,Bachelor,Marketing,5,47722,8,10,184,4.6,2,27,4.1,3.2,2.23,Low
3884,39,Male,Bachelor,Marketing,18,64580,31,14,168,4.2,4,1,2.7,4.3,2.94,Medium
3885,30,Male,Master,Finance,6,58644,13,13,201,3.0,1,15,2.3,4.1,2.72,Medium
3886,50,Female,Bachelor,Operations,26,81623,12,4,154,2.1,1,2,3.9,3.6,1.82,Low
3887,34,Female,Bachelor,Finance,10,50220,17,20,158,1.1,1,27,2.8,4.6,1.97,Low
3888,38,Other,Bachelor,Sales,14,56875,67,17,174,3.0,5,16,3.8,4.6,3.31,Medium
3889,53,Female,Bachelor,HR,31,82696,21,18,206,2.9,2,2,1.1,1.5,2.16,Low
3890,43,Male,High School,Engineering,20,57709,19,11,234,2.4,9,10,1.0,4.6,2.27,Low
3891,25,Female,PhD,Finance,2,65731,14,10,194,3.3,4,3,3.2,3.1,2.6,Medium
3892,26,Male,Bachelor,Finance,5,42835,6,21,174,3.9,7,29,4.9,2.1,1.93,Low
3893,58,Female,High School,Marketing,36,87416,76,18,155,3.8,4,6,2.1,3.4,2.97,Medium
3894,34,Female,Master,Sales,10,67014,97,19,268,2.1,1,21,3.7,2.1,3.35,Medium
3895,55,Male,PhD,Marketing,31,107747,29,9,153,3.3,5,15,1.7,2.9,2.03,Low
3896,43,Female,Master,Operations,23,87680,4,5,201,1.6,1,16,2.2,4.3,1.54,Low
3897,44,Female,Master,Finance,24,84957,0,1,274,1.5,7,10,1.3,1.1,1.0,Low
3898,24,Female,Bachelor,Finance,3,46611,59,5,238,4.1,1,3,4.5,1.7,2.73,Medium
3899,55,Male,Master,Marketing,31,96089,30,3,168,3.8,6,24,2.2,4.8,2.04,Low
3900,53,Male,High School,Finance,32,74886,19,1,232,4.1,3,2,1.9,2.8,1.93,Low
3901,42,Female,Master,Operations,20,75310,82,19,145,1.6,3,21,3.9,2.2,3.0,Medium
3902,42,Female,Master,HR,19,75104,63,6,228,4.7,7,26,1.8,4.7,2.82,Medium
3903,32,Male,High School,Engineering,8,42659,63,10,141,1.5,3,15,2.0,4.6,2.44,Low
3904,25,Male,Bachelor,Engineering,3,43482,28,5,235,4.5,7,1,1.4,1.2,1.78,Low
3905,22,Male,Bachelor,Engineering,0,43560,9,12,175,2.4,8,4,4.9,2.4,2.61,Medium
3906,49,Female,Master,HR,29,92046,28,12,235,1.4,7,24,2.0,4.7,2.25,Low
3907,45,Female,High School,Finance,24,65841,30,17,176,2.1,3,27,5.0,1.7,2.27,Low
3908,56,Female,Master,Marketing,36,105174,74,2,241,1.7,4,17,1.7,3.3,2.21,Low
3909,34,Female,Bachelor,Sales,11,56851,86,21,208,3.0,5,2,1.1,2.3,3.62,High
3910,55,Female,Bachelor,Finance,35,95517,29,14,209,4.8,8,27,4.6,3.9,2.66,Medium
3911,32,Male,Master,HR,8,57997,24,12,246,2.3,4,1,3.3,1.6,1.76,Low
3912,57,Female,Bachelor,Operations,37,90996,79,13,154,3.4,1,1,2.4,3.4,3.07,Medium
3913,38,Female,Bachelor,HR,14,61685,57,5,237,4.6,6,21,3.1,1.0,2.37,Low
3914,56,Other,High School,Engineering,33,75463,56,5,186,3.5,5,21,2.0,2.0,1.86,Low
3915,39,Male,Master,Finance,19,74698,86,17,247,2.4,2,20,3.5,1.6,3.05,Medium
3916,43,Male,PhD,Engineering,22,98910,62,5,247,5.0,7,29,3.5,1.8,2.5,Medium
3917,45,Male,Master,Sales,24,86484,96,24,208,1.7,2,1,1.3,4.4,3.67,High
3918,40,Female,Master,Operations,19,74076,36,19,191,3.1,9,15,4.6,4.7,2.9,Medium
3919,58,Male,Bachelor,Engineering,38,95160,57,4,141,4.2,3,0,2.8,4.0,2.47,Low
3920,42,Female,Bachelor,Sales,22,68053,27,7,184,1.0,8,28,1.8,3.4,1.31,Low
3921,29,Female,Bachelor,HR,9,48728,26,23,250,3.8,3,28,2.2,1.9,2.34,Low
3922,49,Male,Bachelor,Engineering,25,81470,69,17,231,2.1,1,18,4.5,2.1,2.53,Medium
3923,26,Female,Bachelor,Engineering,3,40484,36,11,261,1.7,8,18,2.5,2.2,1.82,Low
3924,38,Female,Bachelor,Marketing,17,69160,5,6,204,2.1,9,8,3.2,4.1,1.55,Low
3925,58,Female,Bachelor,Operations,34,88467,88,13,255,4.9,7,19,4.8,2.0,4.03,High
3926,57,Male,Bachelor,Operations,36,89531,76,12,266,4.6,3,29,3.6,4.9,3.37,Medium
3927,40,Male,Master,HR,16,77028,61,5,206,1.9,5,29,3.7,4.2,2.4,Low
3928,48,Female,PhD,Marketing,28,102561,96,24,233,1.5,5,8,2.0,5.0,3.07,Medium
3929,55,Male,Bachelor,Sales,34,86089,32,10,268,2.5,1,28,3.7,2.8,2.21,Low
3930,32,Female,Master,Sales,12,68735,88,11,198,3.4,8,10,2.6,3.4,2.79,Medium
3931,33,Other,Master,HR,12,72598,77,9,254,4.5,5,0,4.6,2.1,3.5,High
3932,42,Female,Bachelor,Operations,20,68145,39,13,255,4.9,4,18,1.5,3.4,2.11,Low
3933,32,Male,High School,Sales,8,38292,40,3,186,4.0,1,16,2.1,4.9,2.33,Low
3934,49,Male,High School,HR,27,69610,41,17,248,3.4,9,5,1.3,1.1,2.5,Medium
3935,26,Female,Bachelor,Sales,2,45496,8,18,157,1.6,0,0,2.5,2.2,1.9,Low
3936,38,Female,Master,Finance,15,75059,17,5,252,1.3,6,17,1.6,2.1,1.04,Low
3937,41,Male,Master,Engineering,20,78781,14,16,172,3.4,3,8,4.4,4.9,3.22,Medium
3938,33,Male,PhD,Operations,10,79067,3,23,163,3.2,6,26,4.7,1.5,2.06,Low
3939,27,Female,High School,Finance,4,34505,33,16,175,4.4,4,0,3.7,4.2,2.77,Medium
3940,38,Male,PhD,HR,14,83391,61,11,199,2.3,0,3,1.4,2.1,1.85,Low
3941,40,Male,Bachelor,HR,18,63218,37,22,229,1.2,4,21,2.4,4.4,2.13,Low
3942,47,Male,Master,Finance,27,90655,80,4,190,2.7,3,29,4.9,3.0,2.77,Medium
3943,53,Male,Bachelor,Engineering,29,80752,70,9,243,4.9,0,17,1.5,2.0,2.51,Medium
3944,27,Male,High School,Engineering,7,39391,95,15,155,4.2,9,16,3.2,3.8,3.84,High
3945,57,Male,Bachelor,Marketing,34,95866,22,12,272,1.1,1,19,2.4,4.4,1.97,Low
3946,59,Male,Master,Sales,38,102775,19,16,273,4.5,8,18,5.0,2.9,2.92,Medium
3947,32,Female,Bachelor,Marketing,10,55229,55,4,169,2.9,0,22,2.1,3.9,1.62,Low
3948,54,Female,Bachelor,Engineering,30,88416,52,3,190,2.5,9,22,1.2,1.7,1.69,Low
3949,45,Male,Master,Finance,23,87053,1,21,211,2.4,3,27,3.8,4.8,2.77,Medium
3950,44,Female,PhD,Sales,22,93063,20,4,267,3.4,7,13,2.3,1.4,1.57,Low
3951,36,Male,High School,Finance,12,44787,75,2,246,3.1,4,25,3.6,1.9,1.96,Low
3952,48,Male,Master,Marketing,26,91091,41,19,266,3.6,9,26,1.4,2.2,1.85,Low
3953,32,Male,Bachelor,HR,11,56556,56,7,268,3.3,6,6,3.1,1.6,2.59,Medium
3954,38,Female,Bachelor,Finance,17,68569,48,2,233,1.6,1,8,2.5,2.6,1.73,Low
3955,35,Male,Bachelor,Marketing,14,65567,90,1,197,2.0,3,24,3.1,2.8,1.84,Low
3956,48,Male,Bachelor,Marketing,28,80915,9,18,152,4.4,3,19,4.4,3.1,2.79,Medium
3957,39,Female,Bachelor,Marketing,17,60592,71,8,166,3.7,0,8,4.9,1.2,2.79,Medium
3958,49,Male,Bachelor,HR,25,74177,60,8,260,2.8,7,14,4.0,1.9,2.88,Medium
3959,25,Female,Bachelor,HR,1,42008,20,10,279,1.7,2,10,4.1,4.2,1.91,Low
3960,28,Female,Master,HR,8,62730,59,18,157,1.0,3,6,3.1,4.2,2.81,Medium
3961,56,Female,Master,Sales,32,96864,85,22,258,2.2,1,5,1.4,2.3,3.25,Medium
3962,30,Male,Bachelor,HR,9,53436,12,11,154,1.2,9,26,3.7,2.8,1.73,Low
3963,29,Male,Bachelor,HR,7,46901,47,23,236,2.9,4,8,1.6,1.7,2.47,Low
3964,38,Other,Bachelor,HR,14,57606,39,1,213,4.3,4,3,2.0,4.3,2.21,Low
3965,38,Female,Master,Finance,14,66897,62,7,186,2.1,2,16,3.8,4.8,2.54,Medium
3966,54,Female,Bachelor,HR,31,86087,75,8,158,4.4,7,5,3.6,2.2,2.81,Medium
3967,53,Male,Bachelor,Sales,30,83713,80,14,230,3.8,0,28,2.3,4.1,2.84,Medium
3968,29,Male,Bachelor,Marketing,6,47131,8,24,170,1.5,1,16,4.1,2.4,2.54,Medium
3969,40,Male,Bachelor,Finance,18,63532,56,19,155,3.6,0,25,4.8,1.0,3.16,Medium
3970,59,Male,Bachelor,Engineering,38,98535,50,8,217,1.6,5,24,3.2,3.4,2.27,Low
3971,24,Male,Master,HR,3,56786,39,19,162,3.6,3,13,3.7,2.6,2.87,Medium
3972,26,Male,Master,Marketing,5,54298,75,22,180,1.6,9,4,2.1,4.0,3.08,Medium
3973,34,Female,Bachelor,Marketing,12,61162,72,4,151,2.6,0,17,4.9,4.0,2.3,Low
3974,52,Male,Bachelor,Finance,30,81351,63,23,214,3.3,6,27,2.1,4.8,3.39,Medium
3975,37,Male,Master,Engineering,14,73051,93,24,224,1.2,8,7,4.5,2.8,3.4,Medium
3976,53,Male,Bachelor,Operations,29,85358,69,10,210,1.6,4,9,4.7,2.9,2.29,Low
3977,43,Male,Bachelor,Sales,23,79355,63,22,265,2.3,6,10,3.9,2.6,3.33,Medium
3978,50,Male,Master,Operations,30,90598,24,10,209,2.8,3,21,4.2,2.2,2.0,Low
3979,43,Male,Master,Marketing,19,75544,27,4,143,4.4,3,28,2.8,3.6,2.33,Low
3980,24,Male,Bachelor,Operations,1,36758,9,8,202,1.7,3,2,4.7,4.3,2.24,Low
3981,31,Female,Bachelor,Marketing,7,50071,27,7,189,2.4,4,26,4.0,1.6,1.45,Low
3982,42,Male,Master,Operations,18,80003,92,15,169,2.9,7,1,2.3,4.9,3.63,High
3983,37,Female,PhD,Marketing,17,92468,35,8,155,2.2,3,25,1.1,3.7,1.51,Low
3984,33,Female,Master,Marketing,10,66176,10,10,143,3.5,6,26,3.2,4.1,1.6,Low
3985,23,Female,PhD,Finance,1,68542,20,7,165,2.0,8,13,4.4,5.0,2.45,Low
3986,45,Male,Bachelor,Engineering,25,81079,25,19,278,4.1,5,3,4.4,3.0,3.04,Medium
3987,56,Male,Bachelor,Marketing,34,86797,17,3,231,3.0,3,16,4.3,1.3,1.67,Low
